;index;type;name;geometry_name;lon;lat;geometry;K_distance;distance_to_center;normalize_name;okato;prc_children_1_6;region_average_age;count_nearest_postamats;count_nearest_pvz;count_nearest_pvz_shop;food_delivery;velo_parking;digitalization;digitalization_without_postamat;covering_postamats;count_nearest_metro;count_nearest_ngpt;count_nearest_auto_parking;transportization;level_working_region;level_sleeping_region;count_house_flat;population_house_flat;population_house_square;population_house_living_square;count_nearest_postamats_x2;count_nearest_postamats_x3;level_sleep_work_region;region_population;average_salary;average_employees;prc_employees_small_businesses;count_small_enterprises;investments;price_metr_housing;cost_apartment;rating_ecology;entertainment_infrastructure;house_infrastructure_rating;prc_xenophobic;area_per_human_region;population_density_region;population_region;prc_people_higher_education;death_rate;total_fertility_rate;prc_children_5_18;migration_population_growth;natural_population_growth;budget_expenditures;budget_revenues
58960;162;Hexagon_7;8711aa6a6ffffff;8611aa6a7ffffff;37.746762227556154;55.69690841895583;POLYGON ((37.72744383294927 55.69160495386055, 37.74414292678439 55.684192294076546, 37.763462659800794 55.689493017372165, 37.766088670481444 55.702209620479444, 37.74938320004813 55.70962432796144, 37.730058095750316 55.70432038379998, 37.72744383294927 55.69160495386055));1.36437;10.171796805739369;текстильщики;45290590000;6.01;41.5;65;30;28;11;40;1.986081000303148;1.477385348129235;95;6;100;163;1.1441978440076095;53517;70646;37169;119015;94031;76309;225;419;1.3200665209185867;104700;78964;7302;55.45;275;6230;149148;31828;43;32;78;21.23;15.4;17705;104700;38.4;9.4;10.0;11.58;3.8;0.6;22046;24317
59549;67;Hexagon_7;8711aa45bffffff;8611aa45fffffff;37.47298009369562;55.6933686214808;POLYGON ((37.453742447491 55.68802854873943, 37.47045122303239 55.68066111371393, 37.48969027058691 55.68599845878233, 37.49222580665948 55.69870646576011, 37.47551057748039 55.70607591952654, 37.456266266148695 55.70073534674267, 37.453742447491 55.68802854873943));1.36437;11.482665741000403;раменки;45268584000;6.21;39.6;52;17;11;5;9;1.1816869957317322;0.7747304739926021;69;7;64;24;0.6189588836456579;20068;14305;27006;86422;82002;70220;176;360;0.7128263902730716;138100;69449;31260;27.5;284;86694;238095;41379;78;20;64;10.84;31.2;7504;138100;59.37;7.3;8.8;11.7;2.9;1.5;19906;25726
59550;259;Hexagon_7;8711aa7a0ffffff;8611aa7a7ffffff;37.51656886767574;55.729458451288245;POLYGON ((37.49730173325444 55.72412184643196, 37.51402341554388 55.71675037136392, 37.53329194372695 55.722084244317855, 37.53584407990681 55.73479281804828, 37.51911594505244 55.74216631698244, 37.49984212685588 55.73682921748599, 37.49730173325444 55.72412184643196));1.36437;7.089175876324509;раменки;45268584000;6.21;39.6;27;13;100;6;4;1.3451279590735907;1.1338236112475037;40;10;48;21;0.6734216167219734;61006;23177;20013;64117;70284;58158;110;279;0.3799134511359538;138100;69449;31260;27.5;284;86694;238095;41379;78;20;64;10.84;31.2;7504;138100;59.37;7.3;8.8;11.7;2.9;1.5;19906;25726
59551;261;Hexagon_7;8711aa7a2ffffff;8611aa7a7ffffff;37.5307414357752;55.70937545674172;POLYGON ((37.51147958711184 55.704042078529966, 37.52819255450402 55.69666645664092, 37.54745579230549 55.70199710333622, 37.550011353365434 55.7147065973456, 37.53329194372695 55.722084244317855, 37.51402341554388 55.71675037136392, 37.51147958711184 55.704042078529966));1.36437;7.531864417355901;раменки;45268584000;6.21;39.6;13;5;8;2;3;0.5452931338391493;0.4435540034043667;18;8;67;8;0.6237313801541328;13810;3164;8088;25883;44616;34039;116;389;0.22910934105720493;138100;69449;31260;27.5;284;86694;238095;41379;78;20;64;10.84;31.2;7504;138100;59.37;7.3;8.8;11.7;2.9;1.5;19906;25726
59552;265;Hexagon_7;8711aa7a6ffffff;8611aa7a7ffffff;37.49476296036912;55.711414262083345;POLYGON ((37.47551057748039 55.70607591952654, 37.49222580665948 55.69870646576011, 37.51147958711184 55.704042078529966, 37.51402341554388 55.71675037136392, 37.49730173325444 55.72412184643196, 37.478042675920825 55.71878300653159, 37.47551057748039 55.70607591952654));1.36437;9.22733822865166;раменки;45268584000;6.21;39.6;31;9;15;9;8;0.9811872088604622;0.7385785132082884;40;7;66;12;0.5899803929959424;21112;9394;26108;83551;131634;96223;134;332;0.4449602122015915;138100;69449;31260;27.5;284;86694;238095;41379;78;20;64;10.84;31.2;7504;138100;59.37;7.3;8.8;11.7;2.9;1.5;19906;25726
59553;278;Hexagon_7;8711aa7b5ffffff;8611aa7b7ffffff;37.50893738083651;55.691333574106956;POLYGON ((37.48969027058691 55.68599845878233, 37.5063967951768 55.678624859415436, 37.525645298367735 55.68395724533653, 37.52819255450402 55.69666645664092, 37.51147958711184 55.704042078529966, 37.49222580665948 55.69870646576011, 37.48969027058691 55.68599845878233));1.36437;9.90755119131538;раменки;45268584000;6.21;39.6;44;18;21;8;15;1.3137351628246565;0.9693873367377001;62;6;77;11;0.5878799343320976;59732;29674;29006;92873;124873;98716;191;422;0.49678564253666374;138100;69449;31260;27.5;284;86694;238095;41379;78;20;64;10.84;31.2;7504;138100;59.37;7.3;8.8;11.7;2.9;1.5;19906;25726
60192;189;Hexagon_7;8711aa70dffffff;8611aa70fffffff;37.56917072672066;55.89998421556787;POLYGON ((37.5498082077275 55.89464351474203, 37.56659728185296 55.8872785420314, 37.58596119398271 55.89261649877451, 37.58854138703499 55.905322652116546, 37.57174582168892 55.91268965676769, 37.55237655477487 55.907348475293766, 37.5498082077275 55.89464351474203));1.36437;16.55311887746218;лианозово;45280563000;6.71;40.6;60;26;33;6;21;1.653749192316834;1.1841839749255292;86;2;91;57;0.61538245328748;10894;26025;36100;115524;97508;89431;218;466;2.3889296860657243;85500;65712;2241;61.34;182;36;156604;30000;101;50;85;19.76;17.6;14825;85500;34.41;9.5;9.6;10.7;13.3;0.1;22796;24811
60610;16;Hexagon_7;871181b65ffffff;861181b67ffffff;37.60142240887834;55.608884647033356;POLYGON ((37.58218699436942 55.60356739778679, 37.59885648843284 55.59617109573047, 37.61809326910886 55.60148561540439, 37.62066584806407 55.614199661136816, 37.60398996309217 55.62159799435464, 37.58474789032419 55.61628024984734, 37.58218699436942 55.60356739778679));1.36437;16.218928340555895;чертаново центральное;45296595000;6.06;40.3;77;35;44;10;10;1.9157825311296037;1.3131738354774298;112;3;110;28;0.6429282515920964;34939;42023;52877;169207;131713;125858;164;380;1.2027533701594206;116600;60491;4606;62.64;185;3126;154286;31992;41;63;85;20.36;16.5;17898;116600;39.66;7.3;7.3;13.79;8.6;0.0;22119;24995
61002;182;Hexagon_7;8711aa705ffffff;8611aa707ffffff;37.48922299083401;55.86590412088454;POLYGON ((37.4698997538429 55.86055488241862, 37.48667812034587 55.85320015715639, 37.50600276672797 55.85854665754568, 37.508554361401494 55.87125110915044, 37.49176949152315 55.878607857360414, 37.47243953062864 55.87325813017876, 37.4698997538429 55.86055488241862));1.36437;14.921492538503;ховрино;45277595000;6.19;42.1;88;35;39;11;40;2.295145044952727;1.6064493927788142;123;3;105;82;0.7889941101182255;27731;53985;46589;149315;143299;152783;216;525;1.9467383073095093;86600;60976;16524;35.8;293;2015;155932;30769;51;34;77;21.06;22.9;15331;86600;57.54;11.0;7.6;9.4;-3.9;-3.4;50536;50796
61489;183;Hexagon_7;8711aa706ffffff;8611aa707ffffff;37.48159326375505;55.82779155321771;POLYGON ((37.46229017106916 55.82244378652652, 37.479053274548484 55.81508691564444, 37.498357775777315 55.820431946772906, 37.50090447547238 55.833137075037776, 37.484134878503866 55.84049596749457, 37.46482507561248 55.835147709274416, 37.46229017106916 55.82244378652652));1.36437;11.968716687144816;войковский;45277565000;6.13;42.6;31;23;24;4;18;1.1806119036131544;0.9380032079609806;54;7;52;40;0.6210506864396559;62119;38933;15449;49514;56910;45245;221;474;0.6267486598303257;69800;115396;20233;36.32;328;333202;186688;35556;65;42;58;13.57;21.5;10619;69800;57.11;12.8;8.2;11.21;15.0;-4.6;24409;20174
62099;171;Hexagon_7;8711aa6b2ffffff;8611aa6b7ffffff;37.78895425983539;55.63649666111804;POLYGON ((37.76965196678701 55.63120285804841, 37.786324893786585 55.623777822517255, 37.80562851158726 55.629068885011584, 37.80826457455419 55.64178820216772, 37.79158530168893 55.64921528897523, 37.772276311929545 55.64392100651354, 37.76965196678701 55.63120285804841));1.36437;16.842718765189943;капотня;45290558000;6.72;40.5;14;6;5;2;1;0.5339068897864726;0.4243416723951683;20;2;34;8;0.24188293373688494;3417;8820;10414;33424;35972;28715;141;361;2.5812115891132574;32300;87482;4075;27.02;90;1557232;115714;28462;5;0;42;26.75;12.4;4015;32300;23.24;8.8;6.0;10.85;7.1;-2.8;17336;21377
62100;172;Hexagon_7;8711aa6b3ffffff;8611aa6b7ffffff;37.81090231786147;55.65450730763322;POLYGON ((37.79158530168893 55.64921528897523, 37.80826457455419 55.64178820216772, 37.82758291155532 55.647077478149995, 37.830227361058654 55.659797059438404, 37.8135417431051 55.667226200078616, 37.79421802093872 55.66193370475978, 37.79158530168893 55.64921528897523));1.36437;16.316336241095208;капотня;45290558000;6.72;40.5;0;1;11;0;0;0.32554265278732514;0.32554265278732514;1;0;18;4;0.08275186636115013;12084;21756;23;73;35;16;68;346;1.8003972194637536;32300;87482;4075;27.02;90;1557232;115714;28462;5;0;42;26.75;12.4;4015;32300;23.24;8.8;6.0;10.85;7.1;-2.8;17336;21377
62375;228;Hexagon_7;8711aa774ffffff;8611aa777ffffff;37.54071010650478;55.94011706928698;POLYGON ((37.52133688766369 55.93476991792107, 37.538143570339976 55.927413290439425, 37.55751819168754 55.93275769693688, 37.56009148470396 55.94546195538842, 37.5432782898742 55.952820612405425, 37.52389831445272 55.94747298059202, 37.52133688766369 55.93476991792107));1.36437;21.300864172537377;северный;45280585000;7.61;34.3;23;5;4;5;1;0.8430826295459752;0.6630826295459753;28;0;28;10;0.14031340084263436;3896;9308;5444;17525;13155;7367;100;182;2.38911704312115;34000;91959;818;48.29;106;3260;124900;27368;30;0;0;25.46;25.5;3397;34000;42.76;6.8;10.3;14.17;9.6;3.5;16673;25700
62376;230;Hexagon_7;8711aa776ffffff;8611aa777ffffff;37.55494654890336;55.92005320313204;POLYGON ((37.53557867980585 55.914709277182055, 37.55237655477487 55.907348475293766, 37.57174582168892 55.91268965676769, 37.5743225683349 55.925394864310434, 37.55751819168754 55.93275769693688, 37.538143570339976 55.927413290439425, 37.53557867980585 55.914709277182055));1.36437;18.92328438731843;северный;45280585000;7.61;34.3;40;12;7;7;4;1.1751212058460605;0.862077727585191;52;1;32;21;0.2318236458912823;6725;16066;5956;19082;18884;12485;124;315;2.388996282527881;34000;91959;818;48.29;106;3260;124900;27368;30;0;0;25.46;25.5;3397;34000;42.76;6.8;10.3;14.17;9.6;3.5;16673;25700
62851;121;Hexagon_7;8711aa61effffff;8611aa61fffffff;37.820637821794634;55.789105906249596;POLYGON ((37.80125486784042 55.783806413050364, 37.81798824060818 55.77638968428039, 37.83737252177137 55.78168642682504, 37.84002885460211 55.794403115952, 37.82328909801654 55.80182190152905, 37.803899392619904 55.79652194032831, 37.80125486784042 55.783806413050364));1.36437;13.143470992544675;восточное измайлово;45263558000;6.28;39.5;39;17;6;5;9;1.060218414251089;0.7550010229467412;56;3;60;51;0.5176972663012398;9754;18113;37425;119761;84533;69222;180;376;1.8569817510764814;77900;69321;1875;76.19;222;1847;160660;31111;92;68;85;19.94;16.3;20246;77900;47.13;6.7;6.2;12.99;10.7;-0.5;22724;22226
63410;200;Hexagon_7;8711aa71affffff;8611aa71fffffff;37.60402350876994;55.8016204442081;POLYGON ((37.584697219543024 55.79629086551932, 37.601444708637075 55.78891127956213, 37.62077237626144 55.794238117873334, 37.623357897870555 55.80694776546225, 37.60660395857607 55.8143293855812, 37.58727094812643 55.80899932311026, 37.584697219543024 55.79629086551932));1.36437;5.3859562205012255;марьина роща;45280569000;5.49;41.1;69;36;136;15;24;2.551341942453108;2.011341942453108;105;15;88;77;1.2123535796398381;77628;31335;24365;77969;68536;58677;254;426;0.4036558973566239;67300;103720;19141;36.79;370;35242;209225;37647;19;74;93;14.08;16.5;14395;67300;42.29;8.3;5.9;9.94;5.5;-2.4;20630;23181
63771;268;Hexagon_7;8711aa7aaffffff;8611aa7afffffff;37.61044680075316;55.74339731181773;POLYGON ((37.59114597344821 55.73807241469809, 37.60786952675514 55.73068656299371, 37.62717172707704 55.73600872264398, 37.62975570457712 55.74871995734089, 37.613025721134186 55.75610784304071, 37.59371819057814 55.75078245921122, 37.59114597344821 55.73807241469809));1.36437;1.3570786633661358;якиманка;45286596000;6.5;40.3;37;24;45;16;16;1.6448738199642199;1.3553086025729155;61;16;91;93;1.3152855853507668;405857;51909;19195;61624;110514;70845;166;419;0.127899728229401;27500;165958;60710;27.64;1870;1114866;296005;52632;14;98;84;6.25;30.1;5748;27500;60.89;6.6;5.1;12.0;15.0;-1.5;17788;18379
64105;273;Hexagon_7;8711aa7b0ffffff;8611aa7b7ffffff;37.52309966582267;55.67124782414968;POLYGON ((37.50385782859346 55.66591593577608, 37.52055565532708 55.658538194401515, 37.53979888088513 55.66386735375602, 37.542349557612575 55.67657748021979, 37.525645298367735 55.68395724533653, 37.5063967951768 55.678624859415436, 37.50385782859346 55.66591593577608));1.36437;11.079967505341486;обручевский;45293578000;5.77;40.0;75;31;30;15;24;2.0158022286362463;1.428845706897116;106;8;101;52;0.891833235427989;50578;23048;50616;162182;194912;154422;223;492;0.4556921981889359;85000;95580;31185;22.1;254;25630;223077;35340;88;61;78;14.69;24.2;14012;85000;51.32;6.7;11.1;10.48;28.7;4.4;20208;19458
64106;279;Hexagon_7;8711aa7b6ffffff;8611aa7b7ffffff;37.50132047954928;55.653206804509495;POLYGON ((37.482093352834845 55.647873187122705, 37.498784746508875 55.640497466936395, 37.51801326534114 55.645828357413215, 37.52055565532708 55.658538194401515, 37.50385782859346 55.66591593577608, 37.48462404520833 55.66058181814348, 37.482093352834845 55.647873187122705));1.36437;13.511512467647545;обручевский;45293578000;5.77;40.0;61;31;26;12;21;1.7918987759508245;1.3145074716029985;92;6;93;52;0.7762974079073803;53815;31817;41961;134329;129895;111100;239;417;0.5912292111864722;85000;95580;31185;22.1;254;25630;223077;35340;88;61;78;14.69;24.2;14012;85000;51.32;6.7;11.1;10.48;28.7;4.4;20208;19458
64959;236;Hexagon_7;8711aa785ffffff;8611aa787ffffff;37.58857539815632;55.725362153524365;POLYGON ((37.56928934059166 55.720035497290546, 37.586006463141366 55.712651677012644, 37.60529389757446 55.717975597891744, 37.60786952675514 55.73068656299371, 37.59114597344821 55.73807241469809, 37.57185322197359 55.73274526903831, 37.56928934059166 55.720035497290546));1.36437;3.784759002483643;хамовники;45286590000;6.08;41.4;28;17;28;6;12;1.083600057356179;0.8644696225735702;45;16;83;18;1.0538989344526961;125768;25743;22163;70966;105871;73952;154;342;0.20468640671712995;108300;103553;101207;25.83;760;351009;380882;51556;34;99;87;4.53;25.5;10790;108300;70.42;7.8;10.4;12.71;12.2;2.6;25756;30567
64960;262;Hexagon_7;8711aa7a3ffffff;8611aa7a7ffffff;37.55256854563388;55.72741587789359;POLYGON ((37.53329194372695 55.722084244317855, 37.550011353365434 55.7147065973456, 37.56928934059166 55.720035497290546, 37.57185322197359 55.73274526903831, 37.55512737066296 55.74012494365868, 37.53584407990681 55.73479281804828, 37.53329194372695 55.722084244317855));1.36437;5.20806301931202;хамовники;45286590000;6.08;41.4;15;8;14;7;10;0.7661256328037491;0.6487343284559232;23;13;60;24;0.8559278119906166;103107;40806;12631;40466;50672;37472;119;305;0.39576362419622335;108300;103553;101207;25.83;760;351009;380882;51556;34;99;87;4.53;25.5;10790;108300;70.42;7.8;10.4;12.71;12.2;2.6;25756;30567
64961;272;Hexagon_7;8711aa7aeffffff;8611aa7afffffff;37.57441874065277;55.7454548250649;POLYGON ((37.55512737066296 55.74012494365868, 37.57185322197359 55.73274526903831, 37.59114597344821 55.73807241469809, 37.59371819057814 55.75078245921122, 37.576985898187786 55.758164164048274, 37.5576878300067 55.75283379331932, 37.55512737066296 55.74012494365868));1.36437;3.0576504623471172;хамовники;45286590000;6.08;41.4;42;30;38;11;31;1.7623074316102283;1.4336117794363152;72;15;105;116;1.39855174654057;131043;32520;28839;92419;137542;94373;132;350;0.24816281678533;108300;103553;101207;25.83;760;351009;380882;51556;34;99;87;4.53;25.5;10790;108300;70.42;7.8;10.4;12.71;12.2;2.6;25756;30567
65759;128;Hexagon_7;8711aa626ffffff;8611aa627ffffff;37.647889861356575;55.83769240691153;POLYGON ((37.628533905389126 55.832366386669776, 37.645294294246845 55.82498272980564, 37.66465162083483 55.830306005424006, 37.66725392821049 55.84301616001449, 37.65048709044533 55.850401856210844, 37.63112439445571 55.84507535764272, 37.628533905389126 55.832366386669776));1.36437;9.456893971807686;ростокино;45280577000;6.54;41.6;24;16;20;7;35;1.2922213617609342;1.1043952748044124;40;7;96;60;0.8546895363176958;68483;57764;18719;59900;51562;39118;163;445;0.8434794036476205;39300;85821;7717;52.27;556;9259;180455;35076;105;60;44;18.45;18.0;11132;39300;50.85;10.4;8.5;11.94;-9.1;-1.9;17791;15665
65953;39;Hexagon_7;8711aa0d4ffffff;8611aa0d7ffffff;37.37417225872259;55.93000830472384;POLYGON ((37.35485228896288 55.924639417924546, 37.37166149247203 55.91730960827784, 37.390982902775136 55.92267575936909, 37.39350039572716 55.93537494862852, 37.37668463552314 55.942706769943136, 37.35735793937266 55.93733738949137, 37.35485228896288 55.924639417924546));1.36437;24.933435847237735;молжаниновский;45277584000;3.86;41.6;2;1;0;0;0;0.11383844842284724;0.09818627450980376;3;0;22;2;0.0922795476384064;3996;9251;0;0;0;0;36;110;2.315065065065065;8600;156344;568;47.62;180;159992;98557;15556;30;0;14;25.89;11.1;455;8600;33.05;9.6;12.5;5.83;38.4;2.9;25603;48422
65954;40;Hexagon_7;8711aa0d5ffffff;8611aa0d7ffffff;37.39601950381081;55.948073905725565;POLYGON ((37.37668463552314 55.942706769943136, 37.39350039572716 55.93537494862852, 37.41283670075476 55.94073934656168, 37.41536254501369 55.953438793760014, 37.39854022857121 55.96077262934507, 37.379198624414194 55.955405002621, 37.37668463552314 55.942706769943136));1.36437;25.76837242263515;молжаниновский;45277584000;3.86;41.6;0;0;0;0;0;0.08249999999999984;0.08249999999999984;0;0;2;4;0.02010126395151157;2280;5505;0;0;0;0;0;24;2.414473684210526;8600;156344;568;47.62;180;159992;98557;15556;30;0;14;25.89;11.1;455;8600;33.05;9.6;12.5;5.83;38.4;2.9;25603;48422
65955;45;Hexagon_7;8711aa0f2ffffff;8611aa0f7ffffff;37.33803941457465;55.931965767447714;POLYGON ((37.31872906033753 55.92659190688836, 37.33554048566312 55.91926829130624, 37.35485228896288 55.924639417924546, 37.35735793937266 55.93733738949137, 37.34053994641707 55.94466301291674, 37.32122287100105 55.93928865609381, 37.31872906033753 55.92659190688836));1.36437;26.556680867925735;молжаниновский;45277584000;3.86;41.6;4;2;1;2;0;0.19032395566922405;0.1590196078431371;6;0;11;0;0.04307228915662651;2137;4719;487;1558;1771;1340;28;87;2.2082358446420214;8600;156344;568;47.62;180;159992;98557;15556;30;0;14;25.89;11.1;455;8600;33.05;9.6;12.5;5.83;38.4;2.9;25603;48422
65956;46;Hexagon_7;8711aa0f3ffffff;8611aa0f7ffffff;37.35986519729098;55.95003512945183;POLYGON ((37.34053994641707 55.94466301291674, 37.35735793937266 55.93733738949137, 37.37668463552314 55.942706769943136, 37.379198624414194 55.955405002621, 37.36237406425571 55.962732636491765, 37.343042082723635 55.957360026399726, 37.34053994641707 55.94466301291674));1.36437;27.24524187993637;молжаниновский;45277584000;3.86;41.6;3;2;2;2;0;0.18764492753623174;0.16416666666666652;5;0;10;3;0.04835908049375416;1954;4718;4382;14022;18628;14020;13;49;2.41453428863869;8600;156344;568;47.62;180;159992;98557;15556;30;0;14;25.89;11.1;455;8600;33.05;9.6;12.5;5.83;38.4;2.9;25603;48422
